shopName
15,34
83,95
63,90
55,47
85,79
71,47
10,16
69,72
65,50
32,99
26,50
40,72
20,92
37,27
63,7
18,69
26,47
83,38
9,57
82,6
34,73
14,77
27,77
39,17
83,48
13,81
51,20
38,2
30,39
1,61
53,71
62,25
7,11
29,67
100,45
9,9
28,72
93,42
27,86
58,2
40,39
49,24
30,78
85,26
77,35
95,37
14,70
3,2
38,24
26,73
16,92
78,86
18,59
57,50
42,97
99,15
94,14
71,89
32,53
76,100
58,82
71,22
42,31
71,34
36,63
92,79
21,100
93,37
92,36
60,4
14,27
15,86
52,7
74,55
63,8
53,22
61,63
52,79
64,82
16,91
98,14
38,38
18,73
18,21
24,35
100,30
68,1
47,8
84,33
94,57
71,48
54,3
55,73
45,54
27,75
82,42
46,44
35,75
69,84
23,63
83,21
91,38
38,71
100,78
97,70
29,76
80,58
6,24
7,82
100,15
33,66
25,82
39,7
100,31
91,85
70,11
52,54
3,38
63,32
4,47
36,10
75,17
63,74
43,51
28,37
25,42
49,76
94,22
44,82
77,68
93,66
45,50
17,42
42,12
30,78
85,75
94,53
78,63
25,6
68,96
67,66
60,49
40,49
26,3
62,58
72,14
23,53
62,67
8,99
81,54
61,74
8,35
47,12
61,98
46,14
38,32
49,83
2,87
41,38
12,60
87,40
98,8
96,26
83,65
58,96
59,67
53,61
75,84
27,42
73,79
94,5
78,83
50,96
91,32
48,6
61,12
86,38
35,72
21,13
90,73
80,74
91,43
98,100
12,38
49,48
81,30
92,67
65,91
15,39
88,11
66,98
22,89
51,86
5,83
45,25
38,53
62,64
61,33
48,53
74,41
100,54
56,93
22,85
36,71
27,11
1,2
20,45
29,66
70,66
41,95
29,10
22,17
74,96
79,74
80,72
56,75
25,51
92,94
77,43
14,45
6,77
27,53
83,59
92,47
70,41
36,25
26,77
65,62
87,100
50,45
59,36
67,26
68,70
79,92
40,9
73,78
83,3
97,35
85,44
52,31
26,94
85,65
9,41
66,80
76,53
6,9
72,2
55,2
28,24
24,58
2,87
54,82
44,26
60,78
78,50
46,26
7,39
82,100
27,87
2,13
26,93
80,8
94,51
59,57
53,27
33,88
7,85
2,44
94,92
59,17
32,4
83,100
10,38
91,87
17,20
1,86
73,49
15,58
65,22
32,23
75,69
37,11
30,95
14,47
36,26
30,61
7,78
29,17
81,51
55,68
58,89
19,38
44,66
59,8
52,24
21,48
55,24
89,1
11,38
40,32
80,63
33,44
26,81
28,30
80,68
62,50
90,72
87,55
44,56
15,100
54,22
92,63
98,25
99,36
49,88
3,63
40,10
34,68
53,54
25,95
52,64
84,37
17,90
15,14
6,98
30,9
77,45
80,42
87,28
7,38
8,6
96,61
7,18
19,66
63,22
93,47
